timestamp,store_id,store_name,wait_time,num_1,num_2,num_3,num_4,togo_numbers,last_time
2026-04-21 11:31:44,0009,板橋店,30,1039,3017,5004,7001,"0023,0004,0051",0
2026-04-21 11:31:44,0010,高雄店,50,1058,3030,5014,7012,"0024,0064,0071,0007,0023",0
2026-04-21 11:31:44,0011,南西店,30,1069,3024,5008,7007,"0003,0004",0
2026-04-21 11:31:44,0012,A4店,0,1030,3008,5002,7000,,0
2026-04-21 11:31:44,0013,A13店,0,1027,3011,5000,7000,,0
2026-04-21 11:31:44,0015,新生店,75,1047,3034,5008,7006,,0
2026-04-21 11:32:46,0003,復興店,50,1084,3035,5010,7001,"0091,0108,0120,0121,0122",0
2026-04-21 11:32:46,0005,天母店,15,1048,3023,5005,7005,"0015,0002,25-1,0050,35-1",0
2026-04-21 11:32:46,0006,新竹店,0,1028,3012,5000,7006,0046,0
2026-04-21 11:32:46,0007,101店,15,1068,3038,5011,7002,0020,0
2026-04-21 11:32:46,0008,台中店,20,1060,3023,5005,7002,"0012,0017,0059,0013",0
2026-04-21 11:32:46,0009,板橋店,30,1039,3018,5005,7001,"0004,0051",0
2026-04-21 11:32:46,0010,高雄店,50,1058,3031,5014,7012,"0024,0064,0071,0007,0061",0
2026-04-21 11:32:46,0011,南西店,30,1069,3024,5008,7007,"0003,0004",0
2026-04-21 11:32:46,0012,A4店,0,1031,3008,5002,7000,,0
2026-04-21 11:32:46,0013,A13店,0,1028,3011,5000,7000,,0
2026-04-21 11:32:46,0015,新生店,75,1047,3034,5009,7007,,0
2026-04-21 11:33:49,0003,復興店,55,1084,3035,5010,7001,"0091,0108,0120,0121,0122",0
2026-04-21 11:33:49,0005,天母店,15,1049,3023,5005,7005,"0015,0002,25-1,0050,35-1",0
2026-04-21 11:33:49,0006,新竹店,0,1029,3012,5000,7006,0046,0
2026-04-21 11:33:49,0007,101店,15,1068,3038,5011,7002,"0020,0067",0
2026-04-21 11:33:49,0008,台中店,20,1061,3023,5005,7002,"0012,0017,0059,0013",0
2026-04-21 11:33:49,0009,板橋店,30,1040,3018,5005,7001,"0004,0051",0
2026-04-21 11:33:49,0010,高雄店,50,1058,3031,5014,7012,"0024,0064,0071,0007,0061",0
2026-04-21 11:33:49,0011,南西店,30,1070,3024,5008,7007,"0003,0004",0
2026-04-21 11:33:49,0012,A4店,0,1032,3008,5002,7000,,0
2026-04-21 11:33:49,0013,A13店,0,1028,3012,5002,7000,,0
2026-04-21 11:33:49,0015,新生店,75,1049,3036,5009,7007,,0
2026-04-21 11:34:51,0003,復興店,55,1084,3035,5010,7001,"0091,0108,0120,0121,0122,0090",0
2026-04-21 11:34:51,0005,天母店,15,1049,3023,5005,7005,"0015,0002,25-1,0050,35-1",0
2026-04-21 11:34:51,0006,新竹店,5,1030,3013,5000,7006,"0046,0024",0
2026-04-21 11:34:51,0007,101店,15,1069,3038,5013,7002,0020,0
2026-04-21 11:34:51,0008,台中店,20,1061,3023,5005,7002,"0012,0017,0059,0013",0
2026-04-21 11:34:51,0009,板橋店,30,1041,3019,5006,7002,"0004,0051",0
2026-04-21 11:34:51,0010,高雄店,50,1058,3031,5014,7012,"0024,0064,0071,0007,0061,0074,0050",0
2026-04-21 11:34:51,0011,南西店,30,1071,3024,5008,7007,"0003,0004",0
2026-04-21 11:34:51,0012,A4店,0,1032,3008,5002,7000,,0
2026-04-21 11:34:51,0013,A13店,0,1028,3013,5002,7000,,0
2026-04-21 11:34:51,0015,新生店,75,1050,3036,5009,7007,,0
2026-04-21 11:35:53,0003,復興店,55,1084,3035,5011,7001,"0091,0108,0120,0121,0122,0090",0
2026-04-21 11:35:53,0005,天母店,20,1049,3023,5005,7005,"0015,0002,25-1,0050,35-1",0
2026-04-21 11:35:53,0006,新竹店,10,1030,3013,5000,7006,"0046,0024",0
2026-04-21 11:35:53,0008,台中店,30,1061,3023,5005,7002,"0012,0017,0059,0013",0
2026-04-21 11:35:53,0009,板橋店,30,1043,3020,5007,7002,"0004,0051",0
2026-04-21 11:35:53,0010,高雄店,55,1058,3031,5014,7012,"0024,0064,0071,0007,0061,0075",0
2026-04-21 11:35:53,0011,南西店,30,1071,3024,5008,7007,"0003,0004",0
2026-04-21 11:35:53,0012,A4店,0,1032,3008,5002,7000,,0
2026-04-21 11:35:53,0013,A13店,0,1032,3013,5002,7000,,0
2026-04-21 11:35:53,0015,新生店,75,1050,3036,5011,7008,,0
2026-04-21 11:37:11,0003,復興店,60,1084,3035,5011,7001,"0091,0108,0120,0121,0122,0090",0
2026-04-21 11:37:11,0005,天母店,20,1050,3025,5005,7005,"0015,0002,25-1,0050,35-1",0
2026-04-21 11:37:11,0006,新竹店,10,1030,3013,5001,7006,"0046,0024",0
2026-04-21 11:37:11,0007,101店,15,1072,3040,5015,7002,0020,0
2026-04-21 11:37:11,0008,台中店,30,1061,3023,5005,7002,"0012,0017,0059,0013",0
2026-04-21 11:37:11,0009,板橋店,30,1044,3020,5007,7002,"0004,0051",0
2026-04-21 11:37:11,0010,高雄店,55,1058,3031,5014,7012,"0024,0064,0071,0007,0061,0090",0
2026-04-21 11:37:11,0011,南西店,30,1071,3024,5008,7007,"0003,0004",0
2026-04-21 11:37:11,0012,A4店,0,1032,3008,5002,7000,,0
2026-04-21 11:37:11,0013,A13店,0,1032,3013,5002,7000,,0
2026-04-21 11:37:11,0015,新生店,75,1051,3036,5012,7008,,0
2026-04-21 11:38:13,0003,復興店,60,1085,3035,5011,7001,"0091,0108,0120,0121,0122,0090",0
2026-04-21 11:38:13,0005,天母店,20,1050,3025,5005,7005,"0015,0002,25-1,0050,35-1",0
2026-04-21 11:38:13,0006,新竹店,10,1030,3013,5001,7006,"0046,0024",0
2026-04-21 11:38:13,0007,101店,15,1073,3041,5015,7002,0020,0
2026-04-21 11:38:13,0008,台中店,30,1062,3023,5008,7004,"0012,0017,0059,0013",0
2026-04-21 11:38:13,0009,板橋店,30,1044,3020,5007,7003,"0004,0051",0
2026-04-21 11:38:13,0010,高雄店,55,1058,3031,5014,7012,"0064,0071,0007,0061,0090",0
2026-04-21 11:38:13,0011,南西店,30,1075,3024,5008,7007,"32-2,0038",0
